Time (Sec.),Cold (Volts),Hot (Volts),Total (Volts),T1 (Deg C),T2 (Deg C),T4 (Deg C),T5 (Deg C)
1880,2.81,2.93,2.86,17.62,47.78,40.35,33.82
1882,2.78,2.92,3.01,17.62,47.78,41.25,33.45
1884,2.77,2.99,2.65,17.99,47.78,40.53,32.73
1886,2.76,2.99,2.89,17.8,47.78,39.8,32.73
1888,2.74,2.98,2.78,17.62,47.78,39.44,33.09
1890,2.76,2.99,2.9,17.99,47.78,39.8,33.45
1892,2.76,2.94,2.85,17.8,47.78,41.61,33.64
1894,2.79,2.99,2.85,18.17,47.6,40.16,33.09
1896,2.75,2.99,2.8,17.8,47.78,40.89,32.73
1898,2.78,3.01,3.02,17.62,47.78,40.71,33.82
1900,2.78,2.95,2.82,17.99,47.6,41.07,33.82
1902,2.83,2.94,2.88,17.8,47.78,41.61,33.27
1904,2.79,2.94,2.89,18.55,47.42,40.53,33.09
1906,2.77,3.02,2.91,17.99,47.6,40.53,33.09
1908,2.77,3.01,2.87,17.8,47.42,39.8,34.18
1910,2.81,3.01,3.03,18.55,47.42,40.35,34
1912,2.81,3.05,2.86,18.17,47.6,39.62,33.27
1914,2.79,3.03,2.87,18.36,47.42,40.16,33.45
1916,2.83,3,2.82,18.55,47.6,40.89,33.45
1918,2.78,2.98,2.93,18.36,47.6,40.35,33.82
1920,2.79,2.91,2.78,18.55,47.42,41.43,33.45
1922,2.79,2.89,2.76,18.36,47.6,40.89,33.27
1924,2.79,2.92,2.92,18.36,47.6,41.25,34.18
1926,2.79,3,2.8,18.55,47.6,40.53,34.36
1928,2.79,3.02,2.87,18.17,47.78,40.53,33.27
1930,2.81,2.95,2.91,18.36,47.6,41.25,33.09
1932,2.74,3.01,2.85,18.36,47.6,39.62,33.82
1934,2.78,2.88,2.86,17.99,47.78,40.35,34
1936,2.84,3.07,2.81,18.36,47.6,40.89,34
1938,2.79,3.04,2.82,17.62,47.96,38.53,33.09
1940,2.84,3,2.97,17.8,47.96,41.98,33.82
1942,2.81,2.96,2.93,18.36,47.78,41.25,34.54
1944,2.83,3.07,2.92,17.62,47.96,40.89,33.45
1946,2.82,3.03,2.94,17.8,47.96,41.8,33.09
1948,2.76,3,2.91,17.8,47.96,39.8,33.27
1950,2.79,3.04,2.86,17.62,47.96,40.35,33.64
1952,2.81,3.02,2.86,17.8,47.96,40.35,33.82
1954,2.82,2.95,2.88,17.99,47.78,41.43,33.09
1956,2.83,2.96,2.94,17.8,48.14,41.61,32.91
1958,2.85,3.05,2.89,18.36,47.6,40.89,33.82
1960,2.82,2.95,2.91,17.99,47.78,40.53,33.09
1962,2.79,3.07,2.93,17.8,48.14,40.71,33.82
1964,2.84,3.09,2.95,18.55,47.6,41.25,34.36
1966,2.8,3,2.95,17.99,47.78,41.07,33.82
1968,2.79,3,2.92,18.36,47.6,41.8,33.64
1970,2.84,2.94,2.89,18.55,47.78,41.07,33.64
1972,2.79,3,2.92,18.36,47.78,42.52,34.18
1974,2.8,3.02,2.89,18.55,47.6,41.07,34
1976,2.8,2.92,2.77,18.36,47.78,39.98,33.09
1978,2.75,2.89,2.91,18.17,47.78,41.07,34.36
1980,2.81,2.88,2.78,18.55,47.6,40.53,34
1982,2.75,2.83,2.84,18.17,47.78,41.98,33.27
1984,2.78,2.98,2.85,18.36,47.78,40.16,34.18
1986,2.76,2.99,2.87,18.36,47.6,40.53,34.18
1988,2.8,2.98,2.79,18.17,47.96,42.34,33.27
1990,2.79,2.97,3,18.36,47.78,40.89,34.18
1992,2.81,3.09,2.79,17.62,48.14,40.35,33.64
1994,2.79,3.04,2.91,18.17,47.96,40.89,33.27
1996,2.81,3.04,2.8,18.36,47.78,41.43,33.82
1998,2.83,3.05,2.85,17.8,48.14,40.71,33.64
2000,2.79,3.05,2.81,17.99,47.96,42.16,33.27
2002,2.78,3,2.92,17.8,48.14,41.43,34.36
2004,2.79,2.97,2.84,17.62,48.14,40.89,33.45
2006,2.78,2.93,2.78,18.17,47.96,41.07,33.45
2008,2.8,2.98,2.71,17.62,48.14,41.25,33.82
2010,2.79,3,2.73,17.62,48.14,40.53,33.27
2012,2.81,3.05,2.82,17.99,48.14,41.25,33.64
2014,2.78,3.03,2.88,17.8,48.14,41.61,33.64
2016,2.82,3.05,2.85,17.62,48.32,40.89,33.09
2018,2.81,3.03,2.91,18.17,48.14,40.16,33.82
2020,2.83,3.01,2.92,17.8,48.14,40.53,33.64
2022,2.8,2.95,2.78,18.17,47.96,41.07,33.09
2024,2.79,2.95,2.84,17.8,48.14,39.8,33.64
2026,2.77,2.99,2.86,17.43,48.32,41.25,33.27
2028,2.81,2.94,3.01,18.17,47.96,40.53,33.27
2030,2.76,2.93,2.9,17.8,48.14,41.07,33.82
2032,2.78,3.03,2.85,18.55,47.78,40.89,33.45
2034,2.75,2.9,2.8,17.99,47.96,38.53,33.09
2036,2.73,2.83,2.85,18.55,47.78,40.71,34.36
2038,2.71,2.84,2.78,18.36,47.78,39.62,33.27
2040,2.72,2.85,2.8,17.99,47.96,40.53,33.27
2042,2.74,2.9,2.81,18.55,47.78,41.98,34
2044,2.76,2.99,2.9,18.55,47.78,41.25,33.45
2046,2.76,2.97,2.9,18.36,47.78,40.71,34.72
2048,2.82,2.96,2.9,18.55,47.78,41.43,34.36
2050,2.83,2.96,2.92,18.55,47.78,40.35,33.09
2052,2.81,3.01,2.99,18.17,47.96,41.07,34.18
2054,2.8,2.96,2.5,18.36,47.78,41.61,33.45
2056,2.8,3.02,2.86,17.8,48.14,41.8,34.18
2058,2.79,2.97,2.9,18.17,47.96,41.98,34
2060,2.74,2.96,2.75,18.55,47.78,42.16,33.64
2062,2.8,3.03,2.83,17.62,48.32,41.8,34.36
2064,2.82,3.02,2.97,18.17,47.96,41.43,33.64
2066,2.78,2.92,2.87,17.62,48.32,40.53,33.64
2068,2.78,3,2.77,17.8,48.32,40.53,34
2070,2.78,2.96,2.99,18.17,48.14,40.89,33.64
2072,2.79,2.88,2.76,17.8,48.32,40.53,34
2074,2.8,3.04,2.93,17.62,48.32,40.71,33.45
2076,2.79,3,2.83,17.99,48.14,41.61,33.64
2078,2.81,2.98,2.87,17.8,48.32,41.43,33.64
2080,2.82,2.97,2.89,17.62,48.51,41.61,33.82
2082,2.81,3.02,2.8,17.99,48.14,40.71,33.82
2084,2.82,3.04,2.92,17.8,48.32,42.52,33.27
2086,2.85,3.04,2.92,18.55,47.96,40.16,34.36
2088,2.81,2.92,2.95,17.99,48.14,40.71,33.45
2090,2.82,3.05,2.95,18.55,47.78,40.16,34.54
2092,2.85,3.06,2.8,18.55,47.78,40.71,33.82
2094,2.81,3.05,2.88,17.99,48.14,39.98,33.27
2096,2.83,3.04,2.76,18.36,47.96,41.8,34.36
2098,2.75,3.1,2.9,18.55,47.96,40.71,33.45
2100,2.79,2.96,2.9,18.36,47.96,40.89,34.91
2102,2.8,2.99,2.84,18.55,47.78,41.07,33.64
2104,2.81,2.79,2.8,18.36,47.96,41.25,34
2106,2.77,2.9,2.96,18.36,47.96,42.16,33.82
2108,2.8,2.99,2.77,18.55,47.78,41.61,34.36
2110,2.8,2.91,2.85,18.17,48.14,41.43,33.64
2112,2.75,3.05,2.86,18.17,47.96,41.8,35.09
2114,2.74,2.97,2.81,18.36,47.96,40.71,33.82
2116,2.8,2.96,2.91,17.99,48.32,41.8,34.36
2118,2.79,3.03,2.82,18.36,47.96,41.61,34
2120,2.78,2.94,2.79,17.62,48.51,41.61,34
2122,2.79,2.97,2.84,17.99,48.32,40.89,33.64
2124,2.79,2.96,2.9,18.17,47.96,41.25,34.36
2126,2.77,3,2.87,17.8,48.51,41.8,33.09
2128,2.81,3,2.99,18.17,48.14,40.71,34.91
2130,2.84,3.04,2.88,17.62,48.51,42.16,33.09
2132,2.78,3.02,2.91,17.62,48.51,39.62,34.36
2134,2.81,3.06,2.83,17.99,48.14,41.25,33.09
2136,2.81,3.02,2.86,17.8,48.51,40.35,34
2138,2.82,2.92,2.95,17.62,48.51,41.8,33.09
2140,2.82,2.98,2.92,17.8,48.32,42.52,33.82
2142,2.82,3.07,2.84,17.8,48.51,41.8,33.09
2144,2.83,3.09,2.71,17.62,48.51,42.16,33.45
2146,2.81,3.07,2.92,17.8,48.32,40.89,33.64
2148,2.82,2.93,2.91,17.62,48.51,40.53,33.64
2150,2.81,2.98,2.94,18.36,47.96,40.35,34.36
2152,2.79,2.93,2.81,17.99,48.32,41.61,33.64
2154,2.8,2.99,2.89,18.17,47.96,41.98,34.54
2156,2.81,3.03,2.82,18.36,47.96,39.98,33.45
2158,2.79,3.03,2.91,17.99,48.32,40.35,34.36
2160,2.82,2.95,2.85,18.36,47.96,40.53,34.72
2162,2.8,2.93,2.74,18.55,47.96,41.61,34
2164,2.82,2.98,2.85,18.17,48.14,40.71,34.36
2166,2.83,2.99,2.89,18.36,47.96,41.98,33.64
2168,2.81,3.05,2.73,18.36,47.96,40.71,34.36
2170,2.8,3.02,2.95,18.17,48.14,41.07,34.18
2172,2.84,2.93,2.72,18.36,47.96,40.89,33.82
2174,2.82,3.05,2.79,18.17,48.32,42.16,34.54
2176,2.8,3.02,2.95,18.36,48.14,39.8,33.82
2178,2.85,3.01,2.95,18.55,47.96,41.61,34
2180,2.81,3.04,2.88,18.17,48.14,41.61,34.54
2182,2.78,2.95,2.85,18.36,48.14,41.98,33.45
2184,2.77,3,2.87,17.99,48.51,41.8,33.82
2186,2.8,3,2.82,18.17,48.14,41.98,34.36
2188,2.77,3.03,2.81,18.36,48.14,42.16,33.64
2190,2.8,3.01,2.71,17.99,48.51,41.07,34.72
2192,2.75,2.99,2.81,18.36,48.14,41.98,33.82
2194,2.74,3.07,2.76,17.62,48.69,42.16,33.27
2196,2.78,2.96,2.75,17.99,48.51,40.16,34.54
2198,2.78,3.02,2.82,18.36,48.14,40.71,33.82
2200,2.77,2.97,2.79,17.62,48.69,42.52,33.27
2202,2.76,2.95,2.71,17.99,48.51,41.07,34.54
2204,2.74,3.03,2.76,17.62,48.51,40.53,33.27
2206,2.77,2.99,2.73,17.62,48.69,40.89,33.64
2208,2.8,2.96,2.73,17.99,48.51,39.8,34.54
2210,2.76,2.96,2.74,17.62,48.69,41.07,33.09
2212,2.77,2.85,2.83,17.62,48.51,40.89,34
2214,2.8,2.98,2.82,17.62,48.51,40.89,34
2216,2.79,3.05,2.67,17.43,48.69,41.98,33.09
2218,2.81,3.06,2.79,17.99,48.32,41.61,33.27
2220,2.8,3.16,2.93,17.8,48.51,40.89,34
2222,2.79,3.05,2.82,17.62,48.69,41.43,33.45
2224,2.82,3.08,2.78,17.99,48.51,40.89,33.27
2226,2.83,3.09,2.71,17.8,48.51,39.62,34.18
2228,2.84,3.05,2.9,18.55,48.14,40.89,34.72
2230,2.82,2.89,2.85,18.17,48.51,40.71,33.45
2232,2.82,2.87,2.78,17.99,48.51,40.16,34
2234,2.78,3.02,2.86,18.55,48.14,39.26,34
2236,2.8,2.94,2.98,18.17,48.51,42.16,33.09
2238,2.76,2.96,2.89,18.55,48.32,41.25,34.18
2240,2.77,2.97,2.75,18.55,48.14,40.35,34.54
2242,2.75,2.99,2.9,18.36,48.32,39.26,33.45
2244,2.77,2.99,2.71,18.36,48.32,40.16,33.82
2246,2.78,3.02,2.89,18.55,48.14,40.71,34.54
2248,2.85,2.92,2.83,18.17,48.51,42.7,34.54
2250,2.79,2.99,2.86,18.36,48.32,41.25,33.64
2252,2.8,3.03,2.9,18.36,48.14,40.89,34
2254,2.82,2.98,2.78,18.17,48.51,41.43,34.36
2256,2.78,3.04,2.82,18.36,48.32,41.8,34
2258,2.82,3.04,2.81,17.8,48.69,41.8,33.27
2260,2.8,3.04,2.88,18.17,48.51,40.71,34
2262,2.81,2.99,2.95,18.17,48.32,40.71,33.64
2264,2.82,3,2.93,17.8,48.69,41.8,34.36
2266,2.85,2.89,2.51,18.17,48.51,41.07,33.64
2268,2.82,3.07,2.78,17.8,48.87,40.89,33.45
2270,2.81,2.94,2.76,17.99,48.69,41.07,34.54
2272,2.8,3.01,2.88,17.62,48.69,42.7,34.18
2274,2.79,3.06,2.9,17.62,48.69,41.98,33.45
2276,2.78,3.04,2.85,17.99,48.69,40.89,33.64
2278,2.8,3.07,2.89,17.8,48.69,39.8,33.64
2280,2.8,3.06,2.74,17.8,48.69,42.7,34.18
2282,2.81,3.05,2.92,17.8,48.69,41.43,33.82
2284,2.79,3.03,2.78,17.62,48.69,40.53,33.09
2286,2.8,2.95,2.83,17.43,48.87,41.25,34.18
2288,2.76,3,2.88,17.8,48.69,41.98,34
2290,2.8,3.02,2.89,17.62,48.87,42.88,33.27
2292,2.8,3.01,2.77,18.17,48.69,42.52,33.27
2294,2.78,3.02,2.96,17.8,48.69,40.35,33.64
2296,2.81,3.06,2.94,17.8,48.87,40.71,34.36
2298,2.82,2.99,2.94,18.17,48.69,40.71,34.54
2300,2.83,2.99,2.9,17.8,48.69,41.25,33.27
2302,2.82,3.06,2.94,18.36,48.51,42.88,33.45
2304,2.83,3.02,2.96,18.17,48.69,41.07,33.82
2306,2.81,3,2.68,17.62,48.87,40.89,34
2308,2.78,3.02,2.87,18.55,48.51,40.35,34.36
2310,2.77,3.01,2.87,17.99,48.69,41.61,33.09
2312,2.79,2.99,2.94,18.36,48.51,41.07,33.64
2314,2.79,2.97,2.91,18.36,48.51,41.8,34.36
2316,2.77,3,2.86,17.8,48.69,41.25,35.09
2318,2.81,2.85,2.79,18.36,48.51,41.8,34
2320,2.81,3.03,2.96,18.36,48.69,40.89,33.45
2322,2.81,2.93,2.84,18.17,48.69,40.89,34.18
2324,2.79,3.02,2.88,18.36,48.51,43.25,34.72
2326,2.81,3.02,2.92,18.36,48.69,42.7,34.54
2328,2.8,3.05,2.9,18.36,48.69,42.34,34.72
2330,2.82,3.03,2.85,18.55,48.51,40.89,34
2332,2.82,3.02,2.67,18.17,48.87,41.98,33.64
2334,2.81,3.07,2.89,18.17,48.69,41.98,34
2336,2.85,3.03,2.95,17.62,49.05,41.8,33.82
2338,2.81,2.97,2.8,18.17,48.87,42.16,35.09
2340,2.79,3.05,2.95,18.36,48.69,41.8,34
2342,2.78,2.97,2.73,17.8,49.05,40.89,34
2344,2.79,3.02,2.83,18.17,48.87,41.98,34.18
2346,2.78,3.02,2.85,17.43,49.23,39.62,33.45
2348,2.77,3.01,2.69,18.17,49.05,42.88,34.54
2350,2.79,2.95,2.93,18.17,48.87,42.16,34.91
2352,2.8,2.9,2.73,17.62,49.23,41.98,34.36
2354,2.84,2.91,2.87,18.17,49.05,41.07,34.18
2356,2.83,3.01,2.87,17.62,49.23,42.16,33.64
2358,2.79,3.02,2.93,17.43,49.23,42.7,33.64
2360,2.8,2.97,2.9,18.17,49.05,42.34,34.36
2362,2.74,2.97,3,17.62,49.41,42.7,34
2364,2.72,2.92,2.79,17.8,49.23,42.7,34.54
2366,2.72,2.94,2.71,17.8,49.23,41.8,34.36
2368,2.8,2.99,2.88,17.43,49.41,41.43,34.18
2370,2.79,3.06,2.79,17.8,49.23,42.7,33.64
2372,2.76,3.01,2.83,17.8,49.23,42.88,33.64
2374,2.75,2.92,2.86,17.43,49.41,41.61,33.45
2376,2.76,3.03,2.71,18.17,49.05,41.25,33.64
2378,2.78,2.98,2.71,17.8,49.41,41.98,33.82
2380,2.77,3.03,2.85,17.8,49.41,42.88,34.54
2382,2.77,3.06,2.87,18.36,49.23,43.07,34.72
2384,2.78,2.89,2.91,17.8,49.41,41.61,34.36
2386,2.8,2.93,3.01,18.36,49.05,41.61,35.09
2388,2.75,2.95,2.82,17.99,49.23,41.07,34.18
2390,2.76,2.97,2.75,17.8,49.05,40.89,35.09
2392,2.73,2.88,2.76,18.36,49.05,40.89,34
2394,2.7,2.85,2.82,17.99,49.41,41.43,33.45
2396,2.72,2.91,2.7,18.36,49.23,41.98,34.54
2398,2.76,2.93,2.79,18.55,49.23,42.16,34.36
2400,2.75,2.87,2.74,18.36,49.23,42.16,34.72
2402,2.81,2.94,2.64,18.36,49.23,41.8,34.91
2404,2.75,2.82,2.77,18.36,49.23,41.25,35.09
2406,2.75,2.86,2.92,18.17,49.41,42.88,35.45
2408,2.66,2.95,2.72,18.55,49.23,41.61,35.09
2410,2.77,2.95,2.86,17.8,49.59,41.98,34.72
2412,2.76,3,2.77,18.17,49.41,42.88,34.18
2414,2.76,3.02,2.94,18.36,49.23,43.25,34.36
2416,2.79,2.85,2.88,17.99,49.59,41.25,33.82
2418,2.79,3.04,2.72,18.17,49.41,43.07,34
2420,2.81,2.83,2.71,17.62,49.59,41.8,33.45
2422,2.76,2.99,2.89,17.62,49.59,42.88,34.36
2424,2.74,3,2.83,18.17,49.59,41.07,35.09
2426,2.75,3.01,2.89,17.8,49.59,42.52,33.82
2428,2.76,2.99,2.75,17.62,49.78,42.34,34.91
2430,2.75,2.97,2.83,17.8,49.59,40.89,34.54
2432,2.75,2.98,2.82,17.62,49.78,41.8,34.72
2434,2.75,2.9,2.86,17.8,49.78,42.7,34.91
2436,2.72,2.96,2.63,17.99,49.59,42.52,34.91
2438,2.76,2.82,2.72,17.62,49.78,41.98,34
2440,2.73,2.97,2.83,18.36,49.59,42.52,34.72
2442,2.73,2.94,2.88,17.99,49.78,41.61,33.82
2444,2.75,2.88,2.91,17.62,49.96,41.61,34.54
2446,2.75,2.96,2.85,18.17,49.59,42.52,33.64
2448,2.79,2.99,2.8,17.8,49.78,40.89,34
2450,2.81,3.06,2.73,18.55,49.59,43.07,33.82
2452,2.77,3.08,2.9,17.8,49.78,42.52,34
2454,2.81,3.05,2.86,18.36,49.59,41.61,34.91
2456,2.75,2.79,2.81,17.99,49.78,41.43,34.36
2458,2.76,2.97,2.82,17.62,49.96,42.7,34.91
2460,2.81,3.06,2.72,18.36,49.59,41.07,34.91
2462,2.77,3.02,2.72,17.8,49.96,41.98,34.54
2464,2.8,3.03,2.79,18.55,49.59,41.61,35.45
2466,2.79,3.07,2.89,17.99,49.96,42.16,34.54
2468,2.81,3,2.95,17.8,49.96,41.98,33.64
2470,2.78,3.07,2.74,18.36,49.59,40.89,34
2472,2.81,3.05,2.84,17.99,49.96,42.88,34
2474,2.79,3.08,2.66,18.36,49.59,42.34,34.54
2476,2.78,2.95,2.7,18.36,49.78,40.35,34.54
2478,2.74,3,2.84,17.8,50.14,42.52,34.54
2480,2.76,3.01,2.81,18.55,49.59,42.7,35.09
2482,2.74,2.93,2.69,18.17,49.96,41.07,35.09
2484,2.75,2.97,2.86,18.36,49.59,42.34,35.45
2486,2.79,3.01,2.81,18.55,49.78,42.7,34.91
2488,2.82,2.9,2.83,17.8,50.14,42.7,34.36
2490,2.83,3.1,2.84,18.36,49.59,43.61,34.54
2492,2.85,3.07,2.93,17.99,49.96,41.43,34
2494,2.82,2.86,2.82,18.55,49.78,42.52,34.54
2496,2.81,3.02,2.89,17.99,49.96,42.16,34
2498,2.78,2.92,2.85,17.8,50.14,42.52,34.54
2500,2.78,3.03,2.78,18.36,49.78,42.88,34.36
2502,2.78,3.03,2.89,17.99,50.14,41.61,34.72
2504,2.78,3.02,2.85,18.55,49.78,43.25,34.36
2506,2.76,2.92,2.88,18.17,50.14,41.07,34.91
2508,2.76,2.95,2.86,17.8,50.32,42.7,35.27
2510,2.75,3.01,2.81,18.36,49.96,41.8,35.45
2512,2.79,3.03,2.65,17.8,50.32,40.35,35.09
2514,2.77,2.94,2.59,18.55,49.78,43.25,35.09
2516,2.74,2.97,2.81,17.8,50.14,43.43,34.72
2518,2.74,2.99,2.83,18.55,49.78,42.34,35.45
2520,2.75,3,2.58,18.36,49.96,42.16,34.54
2522,2.77,3.06,2.91,17.99,50.32,40.89,34.18
2524,2.59,2.96,2.7,18.55,49.96,43.07,34.72
2526,2.53,2.81,2.7,17.99,50.32,41.8,34.18
2528,2.53,2.78,2.68,18.55,49.96,42.34,34.72
2530,2.61,2.88,2.79,18.36,49.96,42.16,34.54
2532,2.73,2.94,2.88,17.99,50.32,41.07,34.72
2534,2.75,2.92,2.66,18.55,49.96,42.7,34.91
2536,2.7,2.74,2.78,18.17,50.32,43.43,34.91
2538,2.65,2.85,2.69,18.55,49.96,41.8,35.63
2540,2.63,2.9,2.75,18.36,49.96,43.43,35.09
2542,2.64,2.89,2.61,17.99,50.32,43.07,34.91
2544,2.63,2.87,2.84,18.55,49.96,41.61,35.27
2546,2.6,2.85,2.72,18.17,50.14,43.43,34.72
2548,2.59,2.83,2.8,18.36,49.96,43.79,34.72
2550,2.62,2.87,2.66,18.36,49.96,41.61,34.18
2552,2.62,2.85,2.68,17.99,50.32,41.98,34.72
2554,2.66,2.85,2.78,18.36,49.96,43.25,35.09
2556,2.63,2.93,2.74,18.17,50.14,42.88,35.09
2558,2.63,2.95,2.73,18.36,49.96,42.88,35.45
2560,2.7,2.89,2.77,18.55,49.96,41.61,34.72
2562,2.65,2.9,2.72,17.99,50.32,40.89,34.18
2564,2.66,2.97,2.75,18.36,49.96,43.79,34.72
2566,2.66,2.95,2.71,18.36,50.14,41.07,35.27
2568,2.75,2.97,2.84,18.36,50.14,43.79,35.45
2570,2.76,3.02,2.8,18.55,49.96,41.98,34.91
2572,2.74,2.98,2.67,18.17,50.32,43.25,35.27
2574,2.75,3,2.67,18.36,50.14,42.52,34.72
2576,2.72,2.98,2.73,18.55,50.14,43.07,34.91
2578,2.77,2.99,2.95,18.36,50.14,43.79,35.09
2580,2.8,2.98,2.76,18.55,50.14,43.61,35.63
2582,2.78,2.88,2.8,17.99,50.32,43.07,35.27
2584,2.66,2.94,2.79,18.36,50.14,42.88,34.72
2586,2.63,2.83,2.75,18.36,50.14,42.34,35.09
2588,2.63,2.75,2.68,18.17,50.32,42.7,35.09
2590,2.72,2.94,2.75,18.36,50.32,43.07,35.63
2592,2.78,3.04,2.78,17.8,50.5,44.15,35.45
2594,2.76,2.93,2.85,18.17,50.32,40.89,34.36
2596,2.77,2.81,2.79,18.36,50.14,41.61,35.27
2598,2.8,2.93,2.95,17.8,50.5,42.88,35.09
2600,2.76,2.99,2.92,18.36,50.32,42.88,35.63
2602,2.74,3.02,2.82,17.62,50.5,41.98,35.09
2604,2.77,2.97,2.84,17.99,50.5,43.25,34.72
2606,2.8,2.95,2.93,18.17,50.32,43.43,35.09
2608,2.78,2.92,2.8,17.62,50.68,44.88,35.27
2610,2.77,3.02,2.66,17.8,50.5,43.61,34.91
2612,2.74,3.01,2.92,17.8,50.5,43.43,34.54
2614,2.78,2.96,2.77,17.62,50.5,41.25,34.54
2616,2.76,2.8,2.87,17.99,50.5,43.43,35.63
2618,2.75,2.95,2.76,17.8,50.5,41.98,34.36
2620,2.75,2.92,2.97,17.8,50.68,42.34,34.18
2622,2.71,2.92,2.83,17.99,50.32,42.52,34.72
2624,2.71,2.96,2.64,17.99,50.5,41.43,34.91
2626,2.76,3.03,2.92,17.62,50.68,42.88,34.54
2628,2.78,3,2.85,18.17,50.5,43.61,34.91
2630,2.78,3.02,2.76,17.8,50.5,43.79,34.72
2632,2.78,3.02,2.92,18.55,50.32,41.07,34.91
2634,2.8,3.06,2.76,17.99,50.5,41.25,34.72
2636,2.76,2.88,2.73,18.55,50.32,41.61,35.81
2638,2.8,3.03,2.98,18.55,50.14,43.25,34.54
2640,2.8,3.02,2.79,18.36,50.32,42.7,35.27
2642,2.68,2.99,2.86,18.36,50.32,43.07,35.81
2644,2.79,2.93,2.81,18.55,50.32,43.43,34.72
2646,2.73,2.98,2.9,18.36,50.5,43.97,35.09
2648,2.76,3.02,2.73,18.17,50.32,43.97,35.45
2650,2.75,2.89,2.85,18.55,50.32,42.88,35.09
2652,2.75,2.98,2.8,17.99,50.5,43.25,35.45
2654,2.75,2.98,2.83,18.36,50.32,42.88,35.09
2656,2.72,2.85,2.81,17.62,50.68,43.07,34.54
2658,2.76,3,2.96,17.8,50.68,42.34,35.45
2660,2.78,2.97,2.78,18.17,50.5,43.07,34.91
2662,2.77,2.97,2.93,17.62,50.68,43.61,35.09
2664,2.74,2.83,2.74,17.99,50.68,43.07,34.72
2666,2.75,2.97,2.81,17.8,50.68,42.88,34.72
2668,2.75,3.03,2.79,17.62,50.68,44.15,35.45
2670,2.67,2.89,2.6,17.99,50.68,43.43,34.91
2672,2.64,2.89,2.72,17.99,50.68,42.52,35.27
2674,2.66,2.92,2.71,17.62,50.68,42.88,34.36
2676,2.64,2.85,2.64,18.17,50.5,42.34,34.72
2678,2.69,3.03,2.86,17.99,50.68,43.79,35.09
2680,2.68,2.88,2.74,17.62,50.86,43.79,34.91
2682,2.74,3.03,2.57,17.99,50.5,43.07,35.45
2684,2.74,2.91,2.85,17.99,50.68,43.43,34.54
2686,2.77,3.05,2.52,18.55,50.32,42.52,34.91
2688,2.8,3.04,2.85,18.17,50.5,43.25,35.27
2690,2.77,2.85,2.82,17.8,50.5,44.15,35.27
2692,2.77,3,2.75,18.55,50.32,42.88,35.63
2694,2.76,2.92,2.81,18.36,50.5,42.16,34.72
2696,2.76,2.74,2.77,18.36,50.5,42.52,35.09
2698,2.75,2.87,3.05,18.55,50.32,43.25,35.45
2700,2.8,3.03,2.87,17.99,50.68,43.25,34.54
2702,2.83,2.99,2.8,18.17,50.5,43.79,35.99
2704,2.82,2.98,2.56,18.55,50.32,43.07,34.91
2706,2.83,3.03,3.03,18.17,50.68,40.71,35.45
2708,2.83,3.09,2.88,18.36,50.5,41.07,35.09
2710,2.83,3.05,2.8,17.8,50.86,42.34,34.91
2712,2.82,3.05,2.87,17.99,50.68,44.15,35.63
2714,2.81,3.01,2.89,18.36,50.5,43.79,35.63
2716,2.79,2.83,2.94,17.62,50.86,42.52,35.63
2718,2.82,3,2.81,18.36,50.5,44.88,35.09
2720,2.72,2.97,2.77,17.8,50.86,44.34,35.63
2722,2.75,2.97,2.82,17.8,50.86,41.61,34.72
2724,2.74,2.97,2.76,18.36,50.5,42.88,35.63
2726,2.8,3.02,2.98,17.62,50.86,43.25,34.36
2728,2.83,2.77,2.77,17.99,50.68,43.43,35.99
2730,2.83,3,2.93,17.8,50.86,42.52,34.18
2732,2.83,3.07,2.93,17.62,51.04,43.61,35.63
2734,2.82,3.03,2.88,17.99,50.68,42.34,34.72
2736,2.84,3.06,2.87,17.62,50.86,42.88,35.27
2738,2.81,3.03,2.91,17.62,50.86,43.97,34.36
2740,2.79,2.9,2.89,17.8,50.68,41.98,35.09
2742,2.86,3.05,2.59,17.8,50.86,43.25,34.36
2744,2.83,3.08,2.93,17.99,50.86,42.52,35.27
2746,2.8,3.02,2.96,17.99,50.86,43.61,34.72
2748,2.83,3.06,2.8,17.8,51.04,42.16,35.45
2750,2.79,3.02,2.95,17.99,50.68,43.25,34.54
2752,2.79,2.97,2.9,17.99,50.86,43.25,35.81
2754,2.8,3.04,2.89,17.8,50.5,41.98,34.36
2756,2.79,2.99,2.97,17.8,50.86,41.98,35.27
2758,2.81,3.01,2.94,17.62,50.86,43.25,34.91
2760,2.81,3.06,2.88,18.17,50.68,42.52,34.91
2762,2.81,3.03,2.87,17.62,50.86,42.7,35.09
2764,2.81,2.98,2.92,18.55,50.5,42.34,35.09
2766,2.79,3.06,2.87,18.17,50.68,41.98,35.45
2768,2.8,3.04,2.65,17.8,50.86,42.52,34
2770,2.8,3.01,2.81,18.55,50.5,42.52,35.63
2772,2.79,3.06,2.87,17.99,50.68,43.07,34.72
2774,2.78,3.04,2.88,18.55,50.32,44.15,35.45
2776,2.82,3.08,2.92,18.17,50.5,42.7,34.91
2778,2.83,2.89,2.95,17.99,50.86,42.88,34
2780,2.83,2.95,2.92,18.55,50.5,43.07,35.63
2782,2.82,3.01,2.91,17.99,50.86,42.34,34.18
2784,2.83,3.06,2.91,18.55,50.5,43.97,35.99
2786,2.81,2.95,2.67,18.55,50.5,43.97,34.91
