Time (Sec.),Cold (Volts),Hot (Volts),Total (Volts),T1 (Deg C),T2 (Deg C),T4 (Deg C),T5 (Deg C)
4594,2.53,3.05,2.95,18.36,50.68,43.79,35.09
4596,2.52,2.99,2.98,17.8,50.86,42.88,35.27
4598,2.49,3.04,2.92,17.43,51.23,43.25,34.72
4600,2.46,2.94,2.71,18.36,50.68,43.25,35.63
4602,2.49,3.02,2.75,17.62,51.04,42.88,35.45
4604,2.49,3.03,2.89,18.36,50.68,42.34,35.63
4606,2.45,2.93,2.92,17.99,50.86,42.7,35.63
4608,2.47,2.88,2.76,17.43,51.04,42.16,35.63
4610,2.47,2.98,2.93,18.36,50.68,43.07,35.45
4612,2.45,2.92,2.92,17.62,51.04,43.25,35.27
4614,2.5,3.02,2.84,17.99,50.68,44.15,35.63
4616,2.51,3.04,2.87,17.8,50.86,41.98,35.27
4618,2.54,3.01,2.76,17.62,50.68,42.88,35.63
4620,2.55,3.1,2.81,17.99,50.68,41.25,35.27
4622,2.55,3.07,2.99,17.62,51.04,44.15,35.27
4624,2.57,3.04,2.74,18.36,50.68,42.88,35.63
4626,2.55,3.07,3.02,17.8,50.86,41.98,35.45
4628,2.54,3.04,2.92,18.17,50.68,42.16,35.99
4630,2.54,3.02,2.95,18.17,50.68,43.07,35.45
4632,2.52,3.06,2.92,17.62,51.04,43.07,34.54
4634,2.54,3,2.95,18.17,50.68,42.52,35.09
4636,2.54,3.07,2.75,17.99,50.86,43.61,34.36
4638,2.53,3.07,2.99,17.99,50.68,43.79,35.09
4640,2.55,3.08,2.93,18.36,50.68,43.43,35.27
4642,2.53,2.98,2.91,17.99,50.86,44.52,35.45
4644,2.53,3.06,2.74,17.99,50.68,41.61,35.81
4646,2.54,3.01,2.87,18.17,50.68,42.7,35.63
4648,2.55,3.03,2.9,18.17,50.86,42.52,36.17
4650,2.54,3.09,2.92,18.17,50.68,41.98,35.45
4652,2.55,3,3.01,17.99,50.68,44.15,34.91
4654,2.52,2.97,2.86,17.99,50.68,42.88,34.91
4656,2.5,2.92,2.92,18.17,50.68,42.52,35.09
4658,2.51,3.01,2.85,17.8,50.86,43.79,35.09
4660,2.53,3.05,2.91,17.99,50.68,44.88,35.81
4662,2.51,2.92,2.72,18.17,50.68,43.61,35.45
4664,2.52,2.87,3,17.8,50.86,42.88,35.45
4666,2.52,3.11,2.83,17.99,50.68,41.43,34.91
4668,2.54,2.97,2.93,17.43,51.04,42.88,34.91
4670,2.53,3.08,2.85,17.8,50.86,44.15,35.45
4672,2.51,2.9,2.8,18.17,50.68,44.88,35.45
4674,2.49,2.89,2.89,17.8,51.04,43.25,34.91
4676,2.52,3.03,2.88,17.99,50.86,43.07,35.09
4678,2.52,3.02,2.67,17.43,51.23,43.43,34.91
4680,2.55,3.07,2.7,17.99,51.04,41.98,36.17
4682,2.56,3.01,2.97,17.43,51.23,43.07,35.09
4684,2.56,3.13,2.97,17.43,51.23,43.61,34.54
4686,2.56,2.96,2.88,17.99,50.86,43.07,35.63
4688,2.55,3.04,2.85,17.24,51.23,43.25,35.09
4690,2.5,3.01,2.88,17.8,51.04,43.61,34.91
4692,2.5,3.04,2.89,17.43,51.23,43.97,34.72
4694,2.48,3,2.79,17.43,51.23,43.97,34.54
4696,2.49,2.94,2.88,17.99,50.86,44.34,35.63
4698,2.5,3.05,2.81,17.24,50.68,44.34,35.45
4700,2.5,3.07,2.96,17.62,51.04,43.97,35.63
4702,2.52,3.06,2.86,17.43,51.23,44.7,35.09
4704,2.5,3.02,2.92,17.24,51.23,44.52,34.36
4706,2.53,3.01,2.9,17.62,51.04,43.79,35.09
4708,2.52,3.05,2.91,17.43,51.23,42.34,34.91
4710,2.5,3.07,2.85,17.43,51.04,41.8,35.63
4712,2.47,3.04,2.7,17.62,51.04,42.34,35.27
4714,2.52,3.03,2.78,17.24,51.23,41.8,34.72
4716,2.48,2.95,3.03,17.43,51.04,41.8,34.36
4718,2.49,3.03,2.9,17.62,51.04,42.7,34.18
4720,2.5,3.07,2.9,17.24,51.04,41.8,34.54
4722,2.5,3,2.98,17.8,50.86,43.25,34.91
4724,2.54,3.1,3.01,17.43,51.04,43.97,35.45
4726,2.51,3.02,2.94,17.43,51.23,44.34,34.91
4728,2.51,3.05,2.94,17.8,50.86,42.52,35.09
4730,2.51,3.02,2.79,17.62,51.04,41.8,34.18
4732,2.49,2.98,2.8,18.17,50.68,42.52,35.27
4734,2.49,2.85,2.93,17.62,50.86,43.25,34.18
4736,2.46,2.87,2.79,17.62,51.04,41.98,35.09
4738,2.5,2.95,2.65,18.17,50.68,41.8,34.36
4740,2.5,3.03,2.82,17.8,51.04,42.7,34.72
4742,2.47,3.01,2.86,18.17,50.68,42.34,35.27
4744,2.49,3.03,2.83,17.8,50.68,43.79,35.27
4746,2.49,3.05,2.76,17.99,50.68,43.61,35.09
4748,2.52,2.85,2.89,18.36,50.68,43.07,35.27
4750,2.54,3.1,2.9,17.8,51.04,44.15,35.27
4752,2.53,2.97,2.78,18.36,50.5,43.07,35.63
4754,2.56,3.05,2.91,17.99,50.68,43.07,35.27
4756,2.49,3.06,2.92,17.99,50.68,43.25,35.45
4758,2.53,3.01,2.9,18.17,50.68,43.07,35.63
4760,2.5,2.95,2.63,17.8,50.86,42.88,34.72
4762,2.51,3.07,2.84,18.17,50.68,42.16,35.81
4764,2.49,2.95,2.83,18.17,50.68,43.07,35.27
4766,2.53,2.89,2.94,18.17,50.68,43.97,35.63
4768,2.51,3.05,2.82,18.17,50.68,44.34,35.45
4770,2.5,2.79,2.84,17.99,50.86,42.7,34.91
4772,2.52,3.07,2.93,17.99,50.5,43.07,35.99
4774,2.52,2.98,2.86,18.17,50.5,41.8,35.63
4776,2.51,3.04,2.9,17.8,50.86,42.52,35.81
4778,2.51,3.06,2.96,17.99,50.5,43.79,36.17
4780,2.53,3.04,2.87,17.99,50.68,43.97,35.27
4782,2.52,3,2.92,17.8,50.68,43.43,35.99
4784,2.51,3.1,2.91,18.17,50.5,43.61,36.17
4786,2.55,3.06,2.82,17.8,50.86,43.25,35.27
4788,2.58,3.03,2.73,17.99,50.68,43.25,35.63
4790,2.54,3.08,2.89,18.36,50.68,43.97,35.09
4792,2.55,3.07,2.99,17.99,50.86,42.7,35.45
4794,2.51,3.09,2.89,18.17,50.68,42.7,35.45
4796,2.51,2.89,2.82,17.43,51.23,43.25,34.72
4798,2.51,3.05,3.01,17.99,50.86,42.34,35.27
4800,2.52,3.04,2.85,18.17,51.23,43.97,34.18
4802,2.54,2.98,2.97,17.8,51.04,42.88,34.91
4804,2.5,3.06,2.99,17.99,50.68,43.79,35.27
4806,2.49,3.05,3.03,17.43,51.23,44.52,34.36
4808,2.53,2.81,2.87,17.8,50.86,43.79,34.91
4810,2.51,3.06,2.96,17.43,51.23,44.34,34.36
4812,2.53,3.02,2.85,17.8,51.04,44.52,34.54
4814,2.54,3.1,2.87,17.99,50.68,43.61,34.91
4816,2.52,3.02,2.87,17.43,51.23,43.61,34.91
4818,2.5,3.07,2.99,17.8,50.86,43.61,34.72
4820,2.51,2.94,2.96,17.43,51.23,44.15,34.91
4822,2.53,2.96,2.99,17.62,51.23,43.07,35.27
4824,2.52,3.03,2.92,17.8,50.86,43.97,35.45
4826,2.5,3.04,2.95,17.24,51.23,43.43,35.27
4828,2.51,2.96,2.84,17.8,51.04,43.61,35.99
4830,2.51,3.06,2.58,17.43,51.23,42.34,35.09
4832,2.52,3.07,3.07,17.43,51.23,44.34,34.91
4834,2.54,3.05,2.9,17.99,50.86,44.15,35.09
4836,2.5,3,2.88,17.43,51.23,43.61,34.54
4838,2.52,3.17,2.94,17.43,51.23,43.25,34.72
4840,2.53,2.98,2.95,17.62,51.04,43.61,34.91
4842,2.51,3.01,2.82,17.24,51.23,42.7,34.91
4844,2.54,3.03,2.83,17.8,51.04,44.15,35.09
4846,2.52,3.01,2.84,17.43,51.23,41.8,35.09
4848,2.5,3.02,3.04,17.43,51.23,43.97,34.91
4850,2.49,3.01,2.86,17.62,51.23,44.7,34.91
4852,2.5,2.94,2.89,17.24,51.23,44.52,34.91
4854,2.49,2.99,2.81,17.8,51.04,44.15,35.09
4856,2.49,3.05,2.89,17.43,51.23,44.15,34.36
4858,2.5,3.04,2.84,17.43,51.23,43.07,34.54
4860,2.5,2.99,2.9,17.62,51.04,41.43,34.72
4862,2.52,2.95,2.87,17.43,51.23,42.7,34.36
4864,2.5,3.05,2.93,17.99,51.04,44.34,34.72
4866,2.5,3.04,2.96,17.43,51.23,43.43,34.18
4868,2.5,2.97,2.78,17.24,51.23,41.07,34.54
4870,2.5,3.03,2.94,17.43,51.04,41.8,34.36
4872,2.49,2.98,2.77,17.43,51.23,42.16,34.36
4874,2.53,2.98,3.02,17.8,50.86,42.7,34.36
4876,2.52,3.03,2.87,17.62,51.04,42.16,34
4878,2.5,3.03,2.91,17.24,51.23,41.25,34.72
4880,2.49,2.99,2.9,17.62,51.04,42.7,34.36
4882,2.51,2.8,2.95,17.43,51.23,44.88,34.18
4884,2.5,2.95,2.98,18.17,50.68,41.61,34.18
4886,2.49,3.03,2.95,17.43,51.04,41.8,34.54
4888,2.5,3.01,2.75,17.43,51.23,42.52,34.18
4890,2.5,3.05,2.82,17.8,51.04,42.16,34
4892,2.48,2.98,2.74,17.62,51.23,42.34,34.54
4894,2.53,3.01,2.94,18.36,50.68,42.52,34.54
4896,2.52,3.04,2.97,17.62,51.04,43.61,34.36
4898,2.53,3.01,2.88,17.43,51.23,41.98,34.36
4900,2.51,3.02,2.92,17.99,50.86,41.98,34.54
4902,2.47,2.99,2.85,17.8,51.04,43.07,34.36
4904,2.49,3,2.89,18.36,50.68,42.34,34.72
4906,2.45,2.99,2.86,17.99,51.04,42.16,34.72
4908,2.48,2.92,2.83,17.43,51.23,43.07,34.72
4910,2.45,2.96,2.72,17.99,50.68,44.52,35.09
4912,2.44,2.95,2.91,17.62,51.04,43.97,34.91
4914,2.45,2.94,2.76,18.36,50.5,42.7,34.72
4916,2.44,2.91,2.8,17.8,50.86,42.52,34.72
4918,2.47,2.87,2.85,17.43,50.68,43.61,34.91
4920,2.5,3.06,2.73,17.99,50.86,42.52,34.91
4922,2.51,3.03,2.89,17.62,51.04,42.88,34.54
4924,2.52,3.01,2.96,18.17,50.68,42.88,34.72
4926,2.51,3.04,2.79,17.8,50.86,43.07,34.72
4928,2.52,3.05,2.68,18.36,50.5,43.07,35.09
4930,2.48,3.03,2.85,17.99,50.68,41.98,34.72
4932,2.47,2.95,2.99,17.62,51.04,44.7,34.18
4934,2.46,2.98,2.75,18.17,50.68,41.8,35.45
4936,2.48,2.96,2.95,17.62,51.04,43.97,34.91
4938,2.5,3.08,2.83,18.36,50.5,40.71,35.81
4940,2.5,3.06,2.76,17.8,50.68,41.43,35.63
4942,2.5,2.99,2.66,17.62,51.04,42.88,35.27
4944,2.52,3.01,2.97,18.36,50.68,43.07,35.27
4946,2.5,3.01,2.94,17.8,51.04,41.8,35.45
4948,2.52,3.07,2.83,18.36,50.5,43.79,35.27
4950,2.5,3.03,2.95,17.8,50.86,43.07,34.91
4952,2.51,3.03,2.92,17.62,51.04,43.07,34.54
4954,2.49,3.03,2.91,18.17,50.68,42.16,34.72
4956,2.48,3.02,3.03,17.8,50.86,42.52,34.91
4958,2.48,3.02,2.89,18.17,50.5,43.79,35.99
4960,2.47,2.97,3.09,18.17,50.68,42.7,35.81
4962,2.48,2.98,2.83,17.8,51.04,42.7,35.27
4964,2.5,3.01,2.84,18.17,50.5,43.97,35.27
4966,2.49,3.04,2.86,18.17,50.5,42.16,35.09
4968,2.48,2.95,2.88,17.99,50.68,42.88,35.09
4970,2.48,3.03,2.93,18.36,50.5,42.88,35.45
4972,2.49,2.98,2.72,18.17,50.68,42.88,35.45
4974,2.47,3.01,2.81,17.99,50.68,42.7,35.99
4976,2.47,2.87,2.89,18.36,50.5,43.07,35.63
4978,2.48,3.01,2.86,17.99,50.68,43.25,34.91
4980,2.49,3.02,2.96,17.99,50.5,43.43,34.91
4982,2.48,3.02,2.76,17.99,51.04,42.88,35.81
4984,2.49,2.87,2.71,17.8,50.68,44.7,36.17
4986,2.51,2.95,2.87,18.36,50.5,43.61,35.09
4988,2.49,3.05,2.84,17.8,50.68,42.7,34.91
4990,2.48,3.02,2.85,18.17,50.5,44.15,35.27
4992,2.47,3.03,2.81,17.8,50.86,43.97,35.81
4994,2.49,2.92,2.84,17.99,50.5,43.97,35.81
4996,2.48,3.03,2.79,18.36,50.5,43.25,35.27
4998,2.5,3.07,2.92,17.8,50.86,42.34,35.27
5000,2.5,3.1,2.69,18.17,50.5,42.88,35.81
5002,2.5,3.03,2.89,17.8,50.86,43.61,35.63
5004,2.53,3,2.92,17.99,50.5,42.52,35.09
5006,2.5,2.99,3.08,18.17,50.5,43.07,34.91
5008,2.52,3.06,2.85,17.99,50.68,44.88,35.27
5010,2.47,2.9,2.8,18.17,50.5,42.52,35.63
5012,2.46,2.99,2.86,17.99,50.68,43.43,35.63
5014,2.45,2.97,2.84,18.17,50.5,44.34,35.45
5016,2.48,3.01,2.93,17.99,50.68,41.98,34.91
5018,2.47,2.96,2.77,18.17,50.5,43.25,35.09
5020,2.5,2.99,2.89,18.36,50.5,42.16,35.09
5022,2.52,3.03,2.69,17.8,50.68,42.88,35.99
5024,2.52,3.04,2.8,17.99,50.5,43.61,35.45
5026,2.51,3.07,2.65,18.17,50.5,42.52,34.54
5028,2.53,2.96,3.01,17.99,50.5,43.79,35.09
5030,2.5,2.96,3,17.99,50.5,43.61,35.09
5032,2.5,3.02,2.89,17.8,50.86,43.43,35.45
5034,2.49,3.05,2.85,18.17,50.5,43.61,36.17
5036,2.5,2.91,2.84,18.17,51.04,40.89,35.09
5038,2.47,3.02,2.84,17.8,50.68,41.43,35.27
5040,2.47,3.01,2.92,17.99,50.5,44.34,34.91
5042,2.47,2.96,2.82,17.62,50.86,42.88,34.72
5044,2.45,2.99,2.81,17.8,50.68,43.97,34.91
5046,2.47,3,2.93,17.43,51.04,43.07,35.45
5048,2.48,2.86,2.89,17.8,50.86,43.07,35.45
5050,2.5,2.96,2.83,17.99,50.5,43.25,35.45
5052,2.46,2.94,2.73,17.62,51.04,44.34,34.91
5054,2.48,2.99,2.95,17.8,50.68,43.25,34.72
5056,2.47,2.93,2.87,17.43,51.04,41.98,35.45
5058,2.46,2.97,2.72,17.8,50.86,44.7,35.63
5060,2.48,2.99,2.84,17.99,50.68,44.34,35.63
5062,2.47,2.97,2.65,17.24,51.04,44.7,34.36
5064,2.5,3.04,2.82,17.99,50.68,42.16,35.45
5066,2.49,2.97,2.78,17.24,51.04,43.07,35.09
5068,2.48,2.92,2.84,17.43,51.04,42.34,34.91
5070,2.5,2.97,2.95,17.99,50.68,43.79,35.09
5072,2.45,2.97,2.8,17.24,51.04,42.52,34.72
5074,2.44,2.95,2.81,17.8,50.86,43.25,35.63
5076,2.45,2.91,2.86,17.43,51.04,43.97,34.91
5078,2.46,2.98,3.09,17.43,51.04,41.07,34.91
5080,2.44,2.91,2.62,17.8,50.86,42.7,34.91
5082,2.42,2.97,2.75,17.24,51.04,42.88,34.91
5084,2.45,2.97,2.77,17.62,50.86,42.88,35.63
5086,2.43,2.97,2.91,17.43,51.04,42.88,34.91
5088,2.44,2.96,2.83,17.24,51.04,43.43,34.91
5090,2.42,2.97,2.64,17.99,50.68,43.25,34.72
5092,2.46,2.89,2.71,17.24,51.04,43.61,34.91
5094,2.44,2.88,2.67,17.8,51.04,45.24,35.27
5096,2.43,2.86,2.77,17.43,51.04,42.7,35.09
5098,2.4,2.98,2.81,17.43,51.04,43.07,35.09
5100,2.41,2.91,2.68,17.62,50.86,43.07,34.18
5102,2.38,2.89,2.64,17.43,50.86,42.52,34.18
5104,2.4,2.9,2.81,17.43,51.04,43.61,34.54
5106,2.41,2.92,2.81,17.43,50.86,41.98,34.72
5108,2.44,2.96,2.86,17.43,51.04,44.34,35.27
5110,2.46,2.99,2.79,17.62,50.86,41.43,35.27
5112,2.43,2.77,2.92,17.62,50.86,42.7,34.72
5114,2.41,2.84,2.82,17.43,51.04,43.07,35.09
5116,2.38,2.91,2.01,17.62,50.86,41.98,34.36
5118,2.41,2.86,2.71,17.43,51.04,42.34,34.36
5120,2.43,2.89,2.69,17.99,50.68,43.97,35.45
5122,2.42,2.94,2.66,17.43,50.86,42.16,35.09
5124,2.46,3.02,2.79,17.43,51.04,43.79,35.27
5126,2.45,3.02,2.87,17.8,50.86,41.98,34.72
5128,2.46,2.99,2.84,17.62,50.86,43.07,34.72
5130,2.41,2.91,2.88,18.17,50.5,43.43,35.45
5132,2.4,2.82,2.85,17.8,50.86,42.88,35.45
5134,2.41,2.93,2.8,17.43,50.86,43.25,35.45
5136,2.45,2.97,2.74,18.17,50.5,43.61,34.72
5138,2.48,3.04,2.89,17.99,50.68,42.7,34.36
5140,2.47,2.98,2.73,18.17,50.5,43.07,35.63
5142,2.48,3,2.75,18.36,50.5,42.7,35.99
5144,2.47,3.02,2.83,17.62,50.68,43.97,35.09
5146,2.49,2.96,2.92,18.17,50.5,43.79,35.09
5148,2.47,3.02,2.86,18.17,50.5,44.15,34.54
5150,2.53,3,3.05,17.99,50.5,43.79,35.99
5152,2.5,3.02,2.83,18.17,50.5,43.25,35.63
5154,2.48,2.94,2.93,17.99,50.68,42.7,34.72
5156,2.52,3.06,2.9,17.99,50.5,42.52,34.36
5158,2.48,2.96,2.89,18.36,50.5,43.61,34.91
5160,2.47,2.93,2.87,17.8,50.68,42.88,35.81
5162,2.44,2.85,2.88,18.17,50.5,43.25,35.27
5164,2.46,3,2.79,17.62,50.86,43.25,34.54
5166,2.46,3,2.79,17.99,50.68,44.7,34.91
5168,2.47,2.72,2.59,18.17,50.5,43.07,35.81
5170,2.49,2.74,2.87,17.8,50.68,43.25,35.45
5172,2.51,2.92,2.74,18.17,50.5,44.34,35.45
5174,2.52,3.03,2.79,17.43,51.04,43.79,34.36
5176,2.52,3.04,2.8,17.8,50.68,42.88,35.09
5178,2.49,3.01,2.99,17.99,50.5,43.07,35.81
5180,2.48,3.02,2.89,17.43,51.04,43.97,35.27
5182,2.5,2.99,2.72,17.62,50.68,43.61,34.72
5184,2.5,2.98,2.98,17.43,51.04,43.61,34.72
5186,2.49,3,2.86,17.24,51.04,43.61,35.27
5188,2.49,2.92,2.85,17.8,50.86,42.34,35.63
5190,2.5,2.98,2.94,17.43,51.04,43.07,34.54
5192,2.5,3.03,3.07,17.24,51.04,42.88,34.36
5194,2.47,2.86,2.84,17.62,50.86,43.07,34.91
5196,2.51,2.96,2.72,17.43,51.04,43.07,35.27
5198,2.5,3.06,2.78,17.43,50.86,43.43,35.45
5200,2.5,3.01,2.82,17.62,51.04,40.89,34
5202,2.49,2.93,2.86,17.24,51.04,42.7,34.72
5204,2.46,2.94,2.79,17.8,50.86,42.88,35.27
5206,2.5,2.96,2.86,17.43,50.86,43.07,34.91
5208,2.5,3.04,2.93,17.43,51.04,42.7,34.72
5210,2.48,3.04,2.77,17.62,50.86,41.8,34.72
5212,2.51,3.04,2.96,17.43,51.04,42.7,35.27
5214,2.48,3.02,2.87,17.99,50.68,42.7,35.27
5216,2.5,3.04,2.7,17.62,50.86,41.98,34.54
5218,2.48,3.03,2.92,17.43,50.5,41.25,35.09
5220,2.5,3.04,2.92,17.8,50.68,44.15,35.09
5222,2.5,3.09,2.88,17.62,51.04,43.61,35.45
5224,2.5,2.94,2.93,18.17,50.5,42.88,35.09
5226,2.48,2.99,2.68,17.99,50.86,42.34,34.36
5228,2.49,3.05,2.83,17.99,50.5,42.16,35.45
5230,2.51,3.05,3.02,18.36,50.5,42.88,35.63
5232,2.49,2.98,2.63,17.62,50.86,42.88,35.63
5234,2.53,3.06,2.84,18.17,50.5,43.25,35.45
5236,2.53,3.07,2.92,18.17,50.5,44.7,34.36
5238,2.51,2.93,2.88,17.99,50.68,43.61,35.63
5240,2.55,3.09,2.86,17.99,50.5,44.88,35.99
5242,2.5,3.08,2.99,18.17,50.5,42.52,35.27
5244,2.52,2.91,2.93,17.8,50.5,42.7,34.72
5246,2.53,3.03,3.02,18.17,50.5,43.79,34.72
5248,2.56,3.04,2.94,17.62,50.68,43.25,35.81
5250,2.53,3.03,2.96,17.99,50.68,43.97,35.99
5252,2.56,3.08,3.03,18.36,50.5,42.7,35.09
5254,2.57,3.05,2.95,17.99,50.68,44.15,34.54
5256,2.56,3.13,3.08,18.17,50.5,42.34,35.09
5258,2.54,3.11,2.91,17.62,50.86,43.61,35.63
5260,2.52,3.09,2.81,17.99,50.68,43.43,35.99
5262,2.53,3.07,2.44,18.17,50.5,43.25,34.91
5264,2.53,3.02,2.85,17.8,50.86,41.8,35.09
5266,2.56,3.1,2.99,17.99,50.68,42.34,35.63
5268,2.56,3.13,2.94,17.43,51.04,43.43,34.91
5270,2.52,2.99,2.97,17.8,50.86,43.43,34.91
5272,2.52,2.98,2.93,17.99,50.5,42.88,34.72
5274,2.49,3.08,3,17.43,51.04,41.8,35.27
5276,2.51,3.06,2.96,17.8,50.68,42.7,35.63
5278,2.53,3.01,2.83,17.43,51.04,43.97,34.72
5280,2.55,3.02,2.98,17.43,51.04,43.43,35.09
5282,2.54,3.09,2.88,17.62,51.04,43.61,34.72
5284,2.53,3.14,2.87,17.24,51.23,42.7,35.09
5286,2.54,3.06,2.88,17.62,51.04,43.79,35.63
5288,2.52,3.06,2.95,17.43,51.04,39.26,34.91
5290,2.52,3.07,2.71,17.24,51.23,42.88,34.72
5292,2.52,3.01,2.95,17.62,50.86,43.25,34.72
5294,2.54,3.12,2.73,17.43,51.04,42.7,35.45
5296,2.55,3.09,2.97,17.43,51.23,43.43,35.63
5298,2.51,3.01,2.88,17.43,50.86,41.8,34.91
5300,2.51,2.99,2.87,17.43,51.04,43.07,34.54
5302,2.51,3,2.91,17.62,50.86,43.61,34.54
5304,2.52,3.06,2.81,17.62,51.04,43.97,34.72
5306,2.53,3.07,2.63,17.24,51.04,42.52,35.27
5308,2.55,3.11,2.93,17.8,50.86,42.88,35.09
5310,2.56,3.01,2.99,17.62,51.04,42.88,34.72
5312,2.56,3.08,2.93,18.17,50.68,41.8,34.72
5314,2.53,3.11,2.97,17.8,51.04,42.16,35.09
5316,2.54,2.94,2.84,17.24,51.04,42.16,35.27
5318,2.56,3.05,2.94,17.99,50.68,43.07,34.91
5320,2.52,3.07,2.83,17.8,51.04,42.7,34.36
5322,2.53,3.08,2.89,18.17,50.68,42.16,35.27
5324,2.53,3.11,2.91,17.99,50.68,42.88,35.45
5326,2.53,3.1,2.97,17.62,51.04,43.25,34.91
5328,2.53,3.08,2.93,18.17,50.5,43.79,34.54
5330,2.53,3.07,2.81,17.99,50.86,43.07,34.72
5332,2.53,3.08,2.9,18.17,50.5,43.25,35.63
5334,2.53,3.02,2.74,18.17,50.5,42.16,35.45
5336,2.54,3.04,3,17.99,50.86,43.07,34.72
5338,2.53,3.06,3,17.99,50.68,42.34,34.91
5340,2.56,2.94,3.03,18.17,50.5,42.52,35.09
5342,2.57,3.11,2.94,17.99,50.86,41.61,35.63
5344,2.52,3.04,2.89,17.99,50.68,43.07,35.27
5346,2.51,3.06,2.92,17.43,51.04,43.43,34.72
5348,2.52,3.1,3.07,17.99,50.86,43.97,35.27
5350,2.54,3.06,2.97,17.99,50.5,43.25,35.99
5352,2.51,3.04,2.89,17.24,51.04,42.52,35.09
5354,2.55,3.09,2.91,17.8,50.86,43.25,34.91
5356,2.56,3.04,2.92,17.43,51.04,41.98,35.27
5358,2.55,3.11,3.02,17.43,51.04,43.07,35.45
5360,2.56,3.1,2.98,17.62,50.86,43.07,35.27
5362,2.54,3.06,2.93,17.62,51.04,42.7,34.36
5364,2.56,3.13,2.98,17.24,51.04,42.16,35.45
5366,2.54,3.06,2.76,17.62,50.86,42.7,34.18
5368,2.53,3.12,2.99,17.43,51.04,41.98,34.54
5370,2.56,3.05,2.89,17.24,51.04,41.07,35.09
5372,2.56,3.09,2.93,17.62,50.86,42.88,34.54
5374,2.54,3.05,2.87,17.62,51.04,43.07,34.72
5376,2.53,3.09,3,18.17,50.5,42.88,35.27
5378,2.54,2.91,3.03,17.8,50.86,42.52,34.18
5380,2.51,3.06,2.76,17.43,51.04,43.25,35.09
5382,2.48,3.02,2.77,18.36,50.68,40.71,34.18
5384,2.5,3.03,2.92,17.62,50.86,43.97,34.91
5386,2.51,3.06,2.8,18.17,50.5,44.15,35.09
5388,2.53,3.12,2.83,18.17,50.5,43.43,34.36
5390,2.53,3.08,2.94,17.8,50.86,44.15,35.63
5392,2.52,3.05,2.74,18.17,50.5,42.88,34.54
5394,2.52,3.01,3.02,18.17,50.5,42.52,35.27
5396,2.55,3.05,3.01,17.99,50.68,44.15,34.72
5398,2.56,3.08,2.85,18.17,50.5,44.7,35.45
5400,2.55,3.09,2.82,17.99,50.86,42.52,34.91
5402,2.55,3.08,2.96,17.99,50.68,42.88,35.63
5404,2.55,3.06,3.04,18.17,50.5,43.43,35.27
5406,2.54,3.1,2.92,17.8,50.86,44.15,35.45
5408,2.55,3.06,2.86,18.17,50.5,41.8,35.45
5410,2.52,2.97,2.9,17.43,51.04,42.16,35.09
5412,2.53,3.07,3.11,17.8,50.86,42.34,35.45
5414,2.54,3,3,17.99,50.68,44.7,34.91
5416,2.54,3.08,2.89,17.43,51.04,41.98,34.72
5418,2.54,3.12,3.04,17.8,50.86,41.8,35.63
5420,2.44,3.11,2.74,17.43,51.04,42.88,34.36
5422,2.54,3.06,2.89,17.43,51.04,43.97,35.27
5424,2.53,3.03,2.97,17.99,50.68,41.98,34.72
5426,2.49,3,2.92,17.43,51.04,43.25,34
5428,2.52,2.99,2.8,17.43,51.04,43.43,35.27
5430,2.51,3.07,2.92,17.62,50.86,43.61,34.36
5432,2.54,3.09,3.04,17.62,51.04,44.34,34.91
5434,2.55,3.1,3.09,17.43,51.04,43.07,34.91
5436,2.55,3.1,3,17.43,50.86,42.34,34.36
5438,2.53,3.14,2.94,17.43,51.04,42.88,35.27
5440,2.55,3.07,2.96,17.8,50.68,43.25,34.91
5442,2.56,3.07,3.06,17.8,50.86,42.52,34.36
5444,2.56,3.08,2.92,17.24,51.04,42.7,35.45
5446,2.52,3.1,3.15,17.99,50.86,42.7,35.63
5448,2.54,3.08,3.02,17.43,50.86,43.25,34
5450,2.52,3.06,2.97,18.17,50.5,43.25,34.72
5452,2.52,2.98,2.86,17.99,50.68,43.61,35.45
5454,2.5,2.99,2.83,17.43,50.86,43.25,35.81
5456,2.49,2.97,2.84,18.17,50.5,43.07,34.72
5458,2.51,2.99,2.8,17.99,50.68,41.43,35.27
5460,2.5,3.01,2.79,17.99,50.5,43.79,35.81
5462,2.49,3.03,2.87,18.36,50.5,43.07,35.27
5464,2.5,3,2.96,17.99,50.68,44.34,35.45
5466,2.51,2.97,2.92,17.99,50.5,44.34,34.91
5468,2.5,2.96,2.85,18.17,50.5,43.07,34.91
5470,2.52,3.04,2.84,17.8,50.68,43.97,35.09
5472,2.53,3.08,2.89,17.99,50.5,42.88,35.45
5474,2.51,3,2.9,17.62,51.04,43.25,35.09
5476,2.58,2.96,2.92,17.99,50.68,42.16,35.63
5478,2.54,3.1,2.96,18.17,50.5,43.97,35.63
5480,2.54,3.12,2.8,17.8,50.86,42.88,35.27
5482,2.57,3.01,2.89,17.8,50.5,43.97,35.63
5484,2.55,3.09,2.94,17.24,50.86,42.16,35.27
5486,2.51,3.11,2.85,17.8,50.86,43.79,35.63
5488,2.51,3.04,2.91,17.99,50.5,42.88,35.27
5490,2.52,2.97,2.89,17.24,51.04,43.25,35.09
5492,2.5,2.87,2.82,17.99,50.68,43.25,35.27
5494,2.5,3.05,2.8,17.43,50.86,44.52,35.09
